filename,field,gemini_score,gemini_explanation
fiscal_note_20250801_090816_n30_rerank_k25.json,assumptions_and_methodology,3.0,"
The candidate text correctly identifies the core methodology, which is that the cost approximations are based on the First Circuit pilot program and applied to the Kona division. However, it completely misrepresents the specific cost components being estimated.

The gold standard lists costs for ""supplies, technological devices and workstations, as well as contractor costs."" The candidate text incorrectly focuses on ""staffing requirements"" and ""FTE costs,"" which are not mentioned in the gold standard, while omitting ""supplies"" and ""contractor costs."" This is a critical factual error in describing the methodology."
fiscal_note_20250801_090816_n30_rerank_k25.json,fiscal_table,0.0,Missing text
fiscal_note_20250801_090816_n30_rerank_k25.json,agency_impact,1.0,"
The candidate text is completely incorrect. It discusses the impact on the Department of Health (DOH) and provides specific budget and staffing details for that agency. The gold standard text clearly states the program is under the supervision of the Judiciary and the Big Island Drug Court, with funds appropriated directly to the Judiciary. The two texts describe the impact on entirely different government agencies and are therefore contradictory."
fiscal_note_20250801_090816_n30_rerank_k25.json,economic_impact,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. It explicitly states that ""precise cost savings and participation statistics are not available,"" when the gold standard provides this exact information.

The candidate text fails to mention any of the critical quantitative data from the reference, including:
- The cost of incarceration for one individual ($277,035).
- The program's goal of accepting 20 women per year.
- The specific numbers for referrals (83), current participants (23 total), and graduates (6).

Instead of extracting the provided facts, the candidate text offers completely different information (appropriation amounts) and makes a false claim about the absence of data."
fiscal_note_20250801_090816_n30_rerank_k25.json,policy_impact,2.0,"
The candidate text misses the most critical piece of information from the gold standard: that this measure makes the existing First Circuit Women's Court permanent. This is the primary policy impact.

While the candidate correctly identifies the establishment of a new pilot program in Kona, it omits all context about the existing program, the prior Act, and the intention for a phased statewide rollout. Furthermore, it includes a significant amount of fiscal and implementation detail (appropriation amounts, staffing, services) that is not present in the gold standard text for this specific field."
fiscal_note_20250801_090816_n30_rerank_k25.json,revenue_sources,10.0,"The candidate text correctly identifies the revenue source as ""general revenues of the State of Hawaii,"" which is synonymous with the gold standard's ""State General Funds."" It also correctly states that the funding mechanism is ""appropriations."" The candidate text includes all of the information from the gold standard and adds relevant, non-contradictory details that provide useful context."
fiscal_note_20250801_090816_n30_rerank_k25.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and appears to be based on different source documents. It states that a six-year fiscal outlook cannot be created due to insufficient information, which directly contradicts the gold standard text that provides a detailed, assumption-based six-year projection. The candidate text introduces entirely different programs (Kona Women's Court), cost figures, and departments that are not mentioned in the gold standard. It fails to capture any of the key information from the reference, such as the statewide rollout plan, the use of the First Circuit Court as a model, its specific pilot and permanent program costs, and the projected timeline for new programs in other circuits."
fiscal_note_20250801_090816_n30_rerank_k25.json,operating_revenue_impact,0.0,Missing text
fiscal_note_20250801_090816_n30_rerank_k25.json,capital_expenditure_impact,0.0,Missing text
fiscal_note_20250801_090816_n30_rerank_k25.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,overview,3.0,"The candidate text is severely lacking and factually incorrect.
- It completely omits the primary purpose of the measure: to permanently establish the Women's Court Program in the First Circuit.
- It also omits the requirement for reports on expanding the court to other circuits.
- It incorrectly states the Kona pilot program is for three years, when the gold standard specifies it is a two-year program.

While it correctly identifies that there is a temporary pilot program in Kona with a sunset date, it misses the most significant parts of the measure and contains a key factual error."
fiscal_note_20250801_090346_n15_rerank_k30.json,appropriations,4.0,"
The candidate text correctly identifies the core appropriation amounts ($514,900 and $557,000) for the correct fiscal years and correctly links them to the Women's Court Pilot Program in Kona.

However, it fails significantly by introducing a large amount of extraneous and irrelevant information not found in the gold standard text, such as details about a program in the First Circuit, other positions, and other unrelated appropriations. It also incorrectly lists the specific purposes of the appropriation, omitting details like staff training and contract vendors while adding unmentioned items like a probation supervisor. This conflation of information makes the candidate text confusing and an inaccurate representation of the source."
fiscal_note_20250801_090346_n15_rerank_k30.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and contradicts the gold standard on fundamental points.
- The candidate states the program is extrapolated to ""all circuits,"" while the gold standard explicitly states it is applied to the ""Kona Division.""
- The candidate text details specific personnel costs (e.g., Clinical Psychologist, Social Worker), which are not mentioned in the gold standard.
- The gold standard's cost components (""supplies, technological devices and workstations, as well as contractor costs"") are entirely absent from the candidate text.
- The candidate text seems to be describing an entirely different fiscal analysis."
fiscal_note_20250801_090346_n15_rerank_k30.json,fiscal_table,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different document. It discusses the Department of Health (DOH) and its Adult Mental Health Division, whereas the gold standard text correctly identifies the Judiciary as the impacted agency and the Women's Court Pilot Program as the subject. There is zero factual overlap between the two texts."
fiscal_note_20250801_090346_n15_rerank_k30.json,economic_impact,1.0,"
The candidate text is completely incorrect and does not reflect any of the information present in the gold standard text. It introduces entirely new and unrelated information about budgets and FTE positions. Most importantly, it directly contradicts the gold standard by stating that a cost-benefit analysis, including reductions in incarceration costs, is ""unavailable,"" when the gold standard's primary point is the specific cost-saving figure ($277,035 per individual) that motivates the program. The candidate misses all key data points from the reference text."
fiscal_note_20250801_090346_n15_rerank_k30.json,policy_impact,1.0,"The candidate text is completely incorrect and misses all of the critical information from the gold standard. The gold standard describes the core policy impact: making the First Circuit Women's Court permanent and establishing a new pilot program in the Third Circuit.

The candidate text, however, describes the fiscal impact (appropriations, specific positions, sunset dates for funding) and completely fails to mention the primary policy change of making the First Circuit program permanent. It has extracted information from the wrong section of the source document and is not relevant to the ""policy_impact"" field."
fiscal_note_20250801_090346_n15_rerank_k30.json,revenue_sources,6.0,"The candidate text correctly identifies the revenue source as ""general revenues"" (synonymous with ""State General Funds""). However, it includes a significant amount of extraneous information not present in the gold standard, such as specific document citations and dollar amounts for appropriations. This additional detail, while potentially relevant to the overall fiscal note, goes far beyond the scope of the simple fact presented in the gold standard for this specific field. The core information is present but buried in unnecessary verbiage."
fiscal_note_20250801_090346_n15_rerank_k30.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and contradicts the gold standard.

The gold standard provides a detailed six-year fiscal projection based on the assumption of a phased, statewide rollout, using the First Circuit's program as a cost model ($695,236 for a pilot, $705,416 for a permanent program).

Conversely, the candidate text claims that a six-year projection is impossible due to insufficient data. It cites entirely different and unrelated monetary figures and fails to capture any of the assumptions, logic, or conclusions presented in the gold standard text."
fiscal_note_20250801_090346_n15_rerank_k30.json,operating_revenue_impact,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,capital_expenditure_impact,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090158_n15_rerank_k10.json,overview,2.0,"The candidate text is severely lacking and contains a significant factual error.

- **Missing Information:** The candidate text completely omits two of the three main purposes outlined in the gold standard: the permanent establishment of the Women's Court Program in the First Circuit, and the requirement for reports to the legislature on the need for similar courts in other circuits.
- **Factual Error:** The candidate text incorrectly states the Kona pilot program is for three years, while the gold standard explicitly says it is a two-year pilot program.
- **Completeness:** While the candidate provides specific funding details not in the gold standard overview, it fails to capture the overall scope and purpose of the measure, focusing on only one component and getting a key detail of that component wrong."
fiscal_note_20250801_090158_n15_rerank_k10.json,appropriations,1.0,"The candidate text is completely incorrect and appears to be summarizing different documents entirely. It fails to mention the specific appropriation amounts ($514,900 for FY 2025-2026 and $557,000 for FY 2026-2027) and instead incorrectly states the amount is ""unspecified."" It also misidentifies the purpose of the funds, claiming they are for ""judicial clerk positions"" rather than for mental health professionals, staff training, and contract vendors. The candidate text introduces a large amount of irrelevant information not found in the gold standard."
fiscal_note_20250801_090158_n15_rerank_k10.json,assumptions_and_methodology,1.0,"The candidate text is completely incorrect and appears to be describing a different document or methodology. It directly contradicts the gold standard's core assertion by stating that ""no comparable programs or historical budget data are referenced,"" when the gold standard explicitly says the approximations are calculated by ""mirroring the cost of the First Circuit Court pilot program.""

Furthermore, the candidate text misses all key information from the reference: the name of the reference program (""Mohala Wahine""), the application to the Kona Division, and the specific cost components (supplies, contractor costs). It invents a completely different set of cost components and details not found in the gold standard."
fiscal_note_20250801_090158_n15_rerank_k10.json,fiscal_table,0.0,Missing text
fiscal_note_20250801_090158_n15_rerank_k10.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to be discussing a different agency and a different bill or section of the bill. It mentions the Department of Health (DOH) and the Adult Mental Health Division, whereas the gold standard text correctly identifies the Judiciary and the Women's Court Pilot Program. There is no overlap in the factual information provided."
fiscal_note_20250801_090158_n15_rerank_k10.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be sourced from a different section of a document. It fails to include any of the key economic impact data from the gold standard, such as the $277,035 cost of incarceration per individual, which is the central justification for the program's cost-saving potential. The candidate also misses all participant and referral statistics. Instead, it introduces unrelated information about the program's operating costs, which are not mentioned in the gold standard text."
fiscal_note_20250801_090158_n15_rerank_k10.json,policy_impact,1.0,"The candidate text is completely incorrect and appears to describe the fiscal impact or implementation details of the measure, not the policy impact. It completely misses the two central policy changes outlined in the gold standard:
1.  Making the First Circuit Women's Court permanent.
2.  Establishing a new pilot program in the Third Circuit as part of a phased statewide rollout.

Instead, the candidate focuses on appropriations and a single temporary position, which are not mentioned in the gold standard's policy impact summary. The two texts describe entirely different information."
fiscal_note_20250801_090158_n15_rerank_k10.json,revenue_sources,6.0,"The candidate text correctly identifies the revenue source as the State's general funds, which matches the gold standard. However, it includes a significant amount of extraneous information that does not belong in the `revenue_sources` field. Details about specific appropriation amounts and conditions (like not supplanting existing funds) are related to expenditures or the nature of the appropriation, not the source of the revenue. This makes the answer overly verbose and structurally incorrect for this specific field."
fiscal_note_20250801_090158_n15_rerank_k10.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and contradicts the gold standard. The gold standard provides a detailed, assumption-based six-year fiscal projection, outlining a statewide rollout plan with specific costs for pilot and permanent programs. In contrast, the candidate text states that there is insufficient information to create a six-year outlook, lists disparate figures that are not present in the gold standard, and fails to capture any of the core assumptions, calculations, or conclusions of the reference text."
fiscal_note_20250801_090158_n15_rerank_k10.json,operating_revenue_impact,0.0,Missing text
fiscal_note_20250801_090158_n15_rerank_k10.json,capital_expenditure_impact,0.0,Missing text
fiscal_note_20250801_090158_n15_rerank_k10.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090615_n25_rerank_k30.json,overview,3.0,"The candidate text misses a core component of the measure and contains a significant factual error.

- **Major Omission:** The candidate text completely fails to mention the permanent establishment of the Women's Court Program in the First Circuit, which is the first and a primary purpose listed in the gold standard.
- **Factual Error:** The candidate incorrectly states the Kona pilot program is for three years, while the gold standard specifies it is a two-year program.
- **Loss of Detail:** The candidate generalizes the requirement for reports to ""expansion to other circuits"" and loses the specific mention of the Hilo division, Second Circuit, and Fifth Circuit from the gold standard."
fiscal_note_20250801_090615_n25_rerank_k30.json,appropriations,5.0,"The candidate text correctly identifies the main appropriation amounts and the corresponding fiscal years. However, it fails to capture the specific purposes for the appropriation as detailed in the gold standard (recruiting/retaining mental health professionals, staff training, contract vendors). Instead, it lists other purposes and includes a significant amount of extraneous information about other documents and a separate appropriation to the Department of Health, which is not mentioned in the reference text. This makes it only a partial match."
fiscal_note_20250801_090615_n25_rerank_k30.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and appears to be describing a different fiscal analysis. It contradicts the gold standard on nearly every point:
- **Basis of Calculation:** The candidate cites ""staffing requirements,"" while the gold standard cites the overall ""cost"" of the pilot program.
- **Application:** The candidate mentions extrapolation to ""other circuits,"" whereas the gold standard specifically names the ""Kona Division.""
- **Cost Components:** The candidate lists specific staff positions (Psychologist, Social Worker), training, and evaluation costs. The gold standard lists supplies, technology, and contractor costs.
- **Source of Information:** The candidate refers to multiple ""Documents"" and dollar amounts not mentioned in the gold standard, which only refers to ""Table 1."""
fiscal_note_20250801_090615_n25_rerank_k30.json,fiscal_table,0.0,Missing text
fiscal_note_20250801_090615_n25_rerank_k30.json,agency_impact,1.0,"The candidate text is completely incorrect and appears to be from a different agency's fiscal impact statement. The gold standard text clearly states the impact is on the Judiciary, specifically the Big Island Drug Court, and that funds would be appropriated to the Judiciary. The candidate text incorrectly discusses the impact on the Department of Health (DOH) and provides details about DOH's specific funding and staffing requests, which are not mentioned in the reference text."
fiscal_note_20250801_090615_n25_rerank_k30.json,economic_impact,1.0,"
The candidate text is completely incorrect and shares no factual information with the gold standard text. The gold standard focuses on the economic impact as cost *savings* for the Department of Corrections by avoiding incarceration ($277,035 per person) and provides specific program statistics (referrals, participants, graduates). In contrast, the candidate text discusses the *costs* of a proposed program ($801,802 budget), staff salaries, and the Department of Health. It directly contradicts the gold standard by stating that cost savings are not specified. The two texts describe entirely different economic impacts."
fiscal_note_20250801_090615_n25_rerank_k30.json,policy_impact,1.0,"The candidate text is completely incorrect as it entirely misses the primary policy impacts described in the gold standard.

The gold standard clearly states the bill has two main policy effects:
1.  Making the existing First Circuit Women's Court permanent.
2.  Establishing a new pilot program in the Third Circuit (Kona).

The candidate text fails to mention the crucial fact that the First Circuit program is being made permanent. It only mentions the creation of the Kona pilot program and then fills the rest of the text with fiscal and administrative details (appropriations, new positions, reporting requirements) that are not part of the policy impact described in the gold standard. This omission fundamentally misrepresents the scope and purpose of the legislation."
fiscal_note_20250801_090615_n25_rerank_k30.json,revenue_sources,6.0,"The candidate text correctly identifies the core information that the revenue source is the State General Fund. However, it includes a significant amount of extraneous information that is not present in the gold standard and is not relevant to the `revenue_sources` field. This additional information, such as the specific uses for the funds (salaries, technology, training) and the fiscal years, belongs in other fields like `expenditure_impact`. The answer is factually correct but overly verbose and poorly scoped for the target field."
fiscal_note_20250801_090615_n25_rerank_k30.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and does not reflect any of the information from the gold standard. It appears to be generated from a different set of source documents.

Key points from the gold standard that are entirely missing from the candidate:
- The core assumption that the program will become statewide through a phased rollout.
- The use of the First Circuit Court's program as a model for costs.
- The specific cost figures for the First Circuit's pilot ($695,236) and permanent ($705,416) programs.
- The projection that three new pilot programs will be created within the six-year period.

Instead, the candidate text states that a six-year projection *cannot* be provided due to incomplete data, which is the direct opposite of the gold standard's purpose and content. It quotes different figures for a different program (Kona division), making it factually divergent and contradictory."
fiscal_note_20250801_090615_n25_rerank_k30.json,operating_revenue_impact,0.0,Missing text
fiscal_note_20250801_090615_n25_rerank_k30.json,capital_expenditure_impact,0.0,Missing text
fiscal_note_20250801_090615_n25_rerank_k30.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090448_n25_rerank_k15.json,overview,2.0,"
The candidate text is a very poor summary of the gold standard, containing a significant factual error and omitting the majority of the key information.

- **Missing Critical Information:** The candidate completely fails to mention the primary purpose of the measure: to permanently establish the Women's Court Program in the First Circuit. It also omits the requirement for reports to the legislature concerning other circuits.
- **Factual Contradiction:** The candidate incorrectly states the pilot program is for three years, while the gold standard explicitly says it is a two-year program.
- **Incomplete Capture:** While it correctly identifies the pilot program in Kona and the sunset date, it misses more than half of the essential information provided in the reference text."
fiscal_note_20250801_090448_n25_rerank_k15.json,appropriations,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different document. It references different bill numbers, appropriation amounts, fiscal years, and purposes (law enforcement payroll, Department of Health) than the gold standard, which details funding for a Women's Court Pilot Program. There is zero overlap in the information provided."
fiscal_note_20250801_090448_n25_rerank_k15.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference.

- **Source of Calculation:** The candidate claims the projections are based on staffing requirements from Department of Health testimony. The gold standard states the approximations are calculated by mirroring the cost of the ""Mohala Wahine"" pilot program.
- **Cost Components:** The candidate lists specific FTE positions (Psychologist, Social Worker), training, and evaluation costs. The gold standard lists supplies, technological devices, and contractor costs.
- **Application:** The gold standard specifies the costs are applied to the ""Kona Division,"" which is entirely missing from the candidate text.

The candidate text appears to be describing a completely different fiscal analysis, making it factually wrong and contradictory."
fiscal_note_20250801_090448_n25_rerank_k15.json,fiscal_table,0.0,Missing text
fiscal_note_20250801_090448_n25_rerank_k15.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to be from a different fiscal note or a different agency's analysis entirely. It incorrectly identifies the impacted agency as the Department of Health (DOH) instead of the Judiciary. All details, including the funding amount, specific staff positions, and referenced court circuits, are completely different from and contradictory to the information in the gold standard text."
fiscal_note_20250801_090448_n25_rerank_k15.json,economic_impact,1.0,"
The candidate text is completely incorrect and fails to capture any of the specific quantitative data from the gold standard. It introduces information about appropriations and a new position, which is not present in the reference text for this field.

Most critically, the candidate text incorrectly states that ""specific performance metrics are not provided,"" which directly contradicts the gold standard's detailed information about the cost of incarceration ($277,035), program referral numbers (83), participant counts (11 in phase one, 12 in phase two), and graduation numbers (6)."
fiscal_note_20250801_090448_n25_rerank_k15.json,policy_impact,1.0,"
The candidate text is completely incorrect and appears to be summarizing a different aspect of the bill, likely the fiscal impact or expenditures section, rather than the policy impact. It misses every key point from the gold standard text:
- It does not mention that the First Circuit Women's Court is being made permanent.
- It does not mention the establishment of a new pilot program in the Third Circuit.
- It fails to state the long-term policy goal of a phased rollout of Women's Courts across the state.
Instead, it focuses on appropriations and a specific temporary position, which are not mentioned in the gold standard for this field."
fiscal_note_20250801_090448_n25_rerank_k15.json,revenue_sources,9.0,"The candidate text correctly identifies the ""State General Funds"" as the revenue source, fully capturing the core information from the gold standard. It also adds useful context, such as clarifying that no other revenue sources were identified. The score is not a perfect 10 because the candidate includes a sentence detailing what the funds will be spent on (equipment, services, etc.), which is extraneous information more suited for an ""expenditures"" field rather than a ""revenue sources"" field."
fiscal_note_20250801_090448_n25_rerank_k15.json,six_year_fiscal_implications,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference. The gold standard makes a clear set of assumptions (a phased, statewide rollout modeled on the First Circuit Court) to create a six-year projection. It provides specific cost figures for pilot ($695,236) and permanent ($705,416) programs and outlines a plan for three new pilot programs over the period.

In contrast, the candidate text states that a six-year projection is impossible due to incomplete data. It quotes entirely different and fragmented cost figures from various source documents and concludes that no assumptions can be made about expansion. It completely misses the central logic, assumptions, and financial figures of the gold standard, making it a total failure."
fiscal_note_20250801_090448_n25_rerank_k15.json,operating_revenue_impact,0.0,Missing text
fiscal_note_20250801_090448_n25_rerank_k15.json,capital_expenditure_impact,0.0,Missing text
fiscal_note_20250801_090448_n25_rerank_k15.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090718_n30_rerank_k15.json,overview,4.0,"
The candidate text contains a significant factual error, stating the Kona pilot program is for three years when the gold standard specifies it is a two-year program. It also completely omits a key component of the measure mentioned in the gold standard: the requirement for reports to the legislature on the need for a Women's Court in the Hilo, Second, and Fifth circuits. While it correctly identifies the permanent status for the First Circuit program and the sunset date, the factual error and major omission significantly reduce its quality."
