filename,field,gemini_score,gemini_explanation
fiscal_note_20250801_090547_n25_rerank_k25.json,appropriations,2.0,"
The candidate text is highly inaccurate and misleading. While it does contain the correct appropriation figures for the correct fiscal years, it buries this information within a confusing narrative. Critically, it begins by incorrectly stating the sums are ""unspecified"" and ends by incorrectly concluding that the ""exact total appropriations... are not explicitly stated."" These statements directly contradict the gold standard and the primary purpose of an appropriations summary. The inclusion of extraneous details about a different pilot project further confuses the reader."
fiscal_note_20250801_090547_n25_rerank_k25.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and appears to be describing a different fiscal analysis. It contradicts the gold standard by focusing on staffing costs (Psychologist, Social Worker) and citing numerous documents, whereas the gold standard's methodology is based on mirroring the ""Mohala Wahine"" program's costs for supplies, technology, and contractors, with a breakdown in ""Table 1"". The candidate text misses every key detail from the reference, including the program name (""Mohala Wahine""), the location (""Kona Division""), the specific cost categories, and the reference to Table 1."
fiscal_note_20250801_090547_n25_rerank_k25.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to describe the impact on a different agency (Department of Health) than the one specified in the gold standard (the Judiciary). It does not mention the Judiciary, the Big Island Drug Court, or any of the key details from the reference text. The two texts describe completely unrelated impacts."
fiscal_note_20250801_090547_n25_rerank_k25.json,economic_impact,1.0,"The candidate text is completely incorrect and contradicts the gold standard reference.

The gold standard's primary economic impact argument is based on avoiding the specific $277,035 cost of incarceration for one individual. The candidate text completely omits this critical figure.

Furthermore, the candidate text directly contradicts the gold standard by stating that ""quantifiable performance or participation statistics are currently unavailable."" The gold standard explicitly provides these statistics, including 83 referrals, 23 current participants, and 6 graduates. The candidate invents information about program budgets not present in the reference text."
fiscal_note_20250801_090547_n25_rerank_k25.json,policy_impact,3.0,"
The candidate text correctly identifies that a new pilot program is being established in Kona. However, it completely omits the other, more significant policy impact mentioned in the gold standard: making the existing First Circuit Women's Court permanent. This is a critical failure, as it misses half of the bill's purpose and the context for future expansion. The candidate text misrepresents the overall policy change by focusing only on the new pilot program."
fiscal_note_20250801_090547_n25_rerank_k25.json,revenue_sources,5.0,"The candidate text correctly identifies the revenue source as State General Funds (""general revenues of the State of Hawaii""). However, it includes a large amount of extraneous information that does not belong in the ""revenue_sources"" field. Details about personnel costs, technology, training, and the nature of the budget request belong in the expenditures or purpose sections of a fiscal note. This mixing of information from different fields is a significant error."
fiscal_note_20250801_090547_n25_rerank_k25.json,six_year_fiscal_implications,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference. The reference text creates a six-year forecast based on a clear set of assumptions: a phased statewide rollout modeled on the costs of the First Circuit's pilot and permanent programs ($695,236 and $705,416 respectively). In contrast, the candidate text claims a six-year forecast is impossible due to incomplete data. It cites entirely different and conflicting financial figures (e.g., $514,900, $801,802) and focuses on the program's temporary nature, completely missing the foundational assumptions and calculations that are the core of the gold standard's analysis."
fiscal_note_20250801_090547_n25_rerank_k25.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090816_n30_rerank_k25.json,overview,4.0,"
The candidate text contains a significant factual error, stating the Kona pilot program is for three years when the gold standard specifies it is a two-year program. Additionally, it completely omits a key component of the measure: the requirement to report on the need and costs for establishing a Women's Court in the Hilo, Second, and Fifth circuits. Instead, it vaguely and incorrectly states the reports are on the ""programs' status."" While it correctly identifies that the First Circuit program becomes permanent and that funds are appropriated with a sunset date, the factual error and the major omission of the reporting scope make it a low-quality summary."
fiscal_note_20250801_090816_n30_rerank_k25.json,appropriations,1.0,"The candidate text is completely incorrect and appears to be summarizing information from a different bill or a collection of bills. It fails to mention the correct appropriation amounts of $514,900 for FY 2025-2026 and $557,000 for FY 2026-2027. Instead, it mentions a different figure ($801,802) and incorrectly states that another amount for the Judiciary is ""unspecified."" The candidate text is a summary of several unrelated bills and does not capture any of the specific, critical financial data from the gold standard."
fiscal_note_20250801_090816_n30_rerank_k25.json,assumptions_and_methodology,2.0,"The candidate text correctly identifies the core methodology of using a First Circuit pilot program as a model for the Kona Division. However, it is factually incorrect on almost every other detail.

It invents numerous specific details that are not in the gold standard, such as:
- A focus on FTE costs for specific positions (Clinical Psychologist, Social Worker).
- A total projected cost of over $1.5 million.
- A three-year program duration.
- Numerous specific document citations.

It also omits the actual cost components mentioned in the reference text: supplies, workstations, and contractor costs. The addition of fabricated, specific financial data makes the candidate text highly inaccurate and misleading."
fiscal_note_20250801_090816_n30_rerank_k25.json,agency_impact,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference. It incorrectly identifies the impacted agency as the Department of Health (DOH), when the gold standard clearly states the impact is on the Judiciary. All details provided in the candidate text, including the budget amount and specific staff positions, are entirely different from the information in the reference text, which discusses supervision by the Big Island Drug Court. The two texts describe completely different scenarios."
fiscal_note_20250801_090816_n30_rerank_k25.json,economic_impact,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. It states that ""precise cost savings and participation statistics are not available,"" when the gold standard provides exactly that information. The gold standard includes the specific cost of incarceration ($277,035 per person), the program's goal of 20 women per year, and detailed participation statistics (83 referrals, 23 active participants, 6 graduates). The candidate text misses every single key data point and makes a factually incorrect claim about their availability."
fiscal_note_20250801_090816_n30_rerank_k25.json,policy_impact,1.0,"
The candidate text completely fails to capture the primary policy impacts described in the gold standard text.

The gold standard's main points are:
1.  Making the existing First Circuit Women's Court permanent (a change from its previous sunset date).
2.  Establishing a *new* pilot program in the Third Circuit (Kona).
3.  Stating the intent for a phased, statewide rollout of these courts.

The candidate text only mentions the new Kona pilot program and then adds extraneous details about appropriations and staffing that are not in the gold standard text. It completely misses the most significant policy change: making the First Circuit program permanent."
fiscal_note_20250801_090816_n30_rerank_k25.json,revenue_sources,6.0,"The candidate text correctly identifies the revenue source as ""general revenues"" (synonymous with ""State General Funds""). However, it includes a significant amount of additional information that is not present in the gold standard, such as the specific program name, bill number, fiscal years, and the intended use of the funds. While this extra information may be factually correct, it goes beyond the scope of the gold standard for this specific field, which is intended to be a concise statement of the funding source. The candidate fails to replicate the brevity of the reference text."
fiscal_note_20250801_090816_n30_rerank_k25.json,six_year_fiscal_implications,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. The gold standard provides a detailed, assumption-based six-year fiscal projection, using the First Circuit Court as a model to estimate the costs of a phased, statewide rollout. The candidate text, in direct opposition, claims that a six-year outlook cannot be created due to insufficient information. Furthermore, the candidate text cites completely different monetary figures, locations (Kona vs. First, Second, Fifth, and Third Circuits), and program details, indicating it has extracted no relevant information from the source material and may be referencing a different program entirely."
fiscal_note_20250801_090816_n30_rerank_k25.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,overview,3.0,"The candidate text is severely incomplete and contains a factual error.

- It completely omits the primary purpose of the measure: to permanently establish the Women's Court Program in the First Circuit.
- It omits the requirement for the legislature to receive reports on the need for similar courts in other circuits.
- It incorrectly states that the Kona pilot program is for three years, while the gold standard specifies it is a two-year program.

The candidate text only captures a single, secondary aspect of the bill (the Kona pilot program) and gets a key detail about it wrong."
fiscal_note_20250801_090346_n15_rerank_k30.json,appropriations,4.0,"
The candidate text correctly identifies the specific appropriation amounts for the correct fiscal years and names the correct program. However, it pollutes the summary with a significant amount of extraneous and irrelevant information about other programs in different circuits and entirely different types of appropriations (e.g., for elections). It also contains a direct contradiction by stating that ""actual appropriated amounts... are not explicitly stated"" immediately after listing them. Furthermore, it omits some of the specific purposes of the funds mentioned in the gold standard, such as ""training of program staff."" The inclusion of irrelevant data and the internal contradiction make the text highly confusing and inaccurate as a summary of the reference text."
fiscal_note_20250801_090346_n15_rerank_k30.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and appears to describe an entirely different fiscal analysis.

- **Scope:** The candidate states the cost is extrapolated for ""all circuits,"" while the gold standard specifies it is only for the ""Kona Division."" This is a critical factual contradiction.
- **Cost Components:** The candidate focuses on specific personnel costs (Clinical Psychologist, Social Worker), which are not mentioned in the gold standard. The gold standard lists supplies, technology, and contractor costs.
- **Methodology:** The candidate text introduces details like a $1.5 million total cost and a three-year pilot program, none of which are present in the reference text.

The candidate text does not capture any of the key information from the gold standard and instead provides contradictory and unrelated details."
fiscal_note_20250801_090346_n15_rerank_k30.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different document. It discusses the Department of Health (DOH) and its Adult Mental Health Division, whereas the gold standard text correctly identifies the Judiciary as the impacted agency and the Women's Court Pilot Program as the subject. There is no overlap in factual information."
fiscal_note_20250801_090346_n15_rerank_k30.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be from a different document or section entirely. It fails to mention any of the key data points from the gold standard, such as the cost of incarceration ($277,035), the program's specific participation statistics (referrals, current participants, graduates), or its primary goal of reducing corrections costs.

Critically, the candidate text directly contradicts the gold standard by stating that a cost-benefit analysis, including potential reductions in incarceration costs, is ""unavailable,"" when the gold standard's central argument is built upon that very cost."
fiscal_note_20250801_090346_n15_rerank_k30.json,policy_impact,1.0,"
The candidate text is completely incorrect and describes a different aspect of the fiscal note. It focuses entirely on fiscal impacts, such as appropriation amounts and the creation of a temporary position. The gold standard text, on the other hand, correctly identifies the core policy impacts: making the First Circuit Women's Court permanent and establishing a new pilot program in the Third Circuit as part of a phased statewide rollout. The candidate misses every key point of the policy impact."
fiscal_note_20250801_090346_n15_rerank_k30.json,revenue_sources,7.0,"The candidate text correctly identifies the core information from the gold standard: that the funding source is the State's general funds/revenues. However, it includes a significant amount of extraneous information about specific appropriation amounts and document details. This extra information is not present in the gold standard and belongs in other fields (like appropriations or expenditures), making the answer overly verbose and poorly scoped for the ""revenue_sources"" field."
fiscal_note_20250801_090346_n15_rerank_k30.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and contradicts the gold standard.

The gold standard provides a detailed, assumption-based six-year projection for a statewide rollout of the program, using the First Circuit's costs as a model. It concludes that a projection is possible and provides specific cost figures ($695,236 for a pilot, $705,416 for a permanent program) and a timeline.

In contrast, the candidate text's primary assertion is that there is ""insufficient data for a complete six-year fiscal projection."" It introduces numerous figures and details (e.g., $514,900 for Kona, specific psychologist positions) that are not present in the gold standard text at all. It completely fails to capture any of the key assumptions, cost models, or conclusions from the reference."
fiscal_note_20250801_090346_n15_rerank_k30.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090158_n15_rerank_k10.json,overview,3.0,"
The candidate text misses two of the three primary purposes of the measure as described in the gold standard: the permanent establishment of the Women's Court in the First Circuit and the requirement for reports to the legislature on other circuits. It also contains a factual error, stating the Kona pilot program is for three years, while the reference specifies it is a two-year program. The candidate focuses only on the Kona pilot program, making it a very incomplete and partially inaccurate summary."
fiscal_note_20250801_090158_n15_rerank_k10.json,appropriations,1.0,"The candidate text is completely incorrect and appears to be summarizing different documents or sections. It fails to mention the specific appropriation amounts ($514,900 and $557,000), which is the most critical piece of information. It also incorrectly identifies the purpose of the funds as being for ""judicial clerk positions"" when the gold standard clearly states it is for ""mental health professionals,"" staff training, and contract vendors. The candidate text is full of irrelevant information and misses every key detail from the gold standard."
fiscal_note_20250801_090158_n15_rerank_k10.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and appears to describe a different analysis or document entirely. It directly contradicts the gold standard's core assumption by stating ""no comparable programs or historical budget data are referenced,"" when the gold standard explicitly says the approximations are calculated by ""mirroring the cost of the First Circuit Court pilot program ('Mohala Wahine')"".

Furthermore, the cost components listed in the candidate text (personnel, training, program evaluation) do not match those in the gold standard (supplies, technological devices, contractor costs). The candidate misses all key information from the reference text."
fiscal_note_20250801_090158_n15_rerank_k10.json,agency_impact,1.0,"
The candidate text is completely incorrect and appears to be describing the impact on a different agency (Department of Health) for a different purpose than what is described in the gold standard text (The Judiciary). There is zero overlap in the information provided. The gold standard focuses on the Judiciary's establishment of the Women's Court Pilot Program, while the candidate discusses the DOH's Adult Mental Health Division."
fiscal_note_20250801_090158_n15_rerank_k10.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be from a different section of the source document, possibly the ""expenditures"" section rather than the ""economic impact"" section.

- It completely omits all key data points from the gold standard, including the cost of incarceration ($277,035), the program's goal of 20 women per year, and the specific numbers of referrals, participants, and graduates.
- It introduces entirely new information about the program's projected costs ($514,900 and $557,000), which is not present in the gold standard text.
- Most critically, it directly contradicts the gold standard by stating that ""precise figures regarding cost savings... are not available,"" when the gold standard provides the specific cost of incarceration as the basis for its economic impact claim."
fiscal_note_20250801_090158_n15_rerank_k10.json,policy_impact,1.0,"
The candidate text is completely incorrect and appears to be describing a different aspect of the bill, likely the fiscal or implementation impact, rather than the core policy change.

It completely misses the two central policy impacts described in the gold standard:
1.  Making the First Circuit Women's Court permanent.
2.  Establishing a new pilot program for the Kona Division of the Third Circuit.

Instead, the candidate introduces unrelated details about a specific temporary position, funding amounts, and the Department of Health, none of which are mentioned in the reference text for the policy impact."
fiscal_note_20250801_090158_n15_rerank_k10.json,revenue_sources,5.0,"The candidate text correctly identifies the revenue source as the state's general revenues/funds. However, it includes a large amount of extraneous information about specific appropriation amounts and conditions. This information relates to expenditures, not the revenue source itself, and belongs in a different section of a fiscal note. The inclusion of irrelevant data makes the answer poorly focused and less useful for the specific field being evaluated."
fiscal_note_20250801_090158_n15_rerank_k10.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and contradicts the gold standard. The gold standard provides a detailed six-year projection based on the assumption of a statewide rollout modeled after the First Circuit's program, including specific cost figures for pilot and permanent programs. The candidate text, in direct opposition, claims that there is insufficient information to create a six-year outlook and presents a collection of unrelated budget figures that are not mentioned in the gold standard. It completely misses the core logic, assumptions, and fiscal details of the reference text."
fiscal_note_20250801_090158_n15_rerank_k10.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090615_n25_rerank_k30.json,overview,1.0,"
The candidate text is completely incorrect and fails to capture the most critical information from the reference text.

- The candidate completely omits the primary and most significant part of the measure: the permanent establishment of the Women's Court Program in the First Circuit.
- It contains a factual contradiction, stating the pilot program is for three years, while the gold standard specifies it is a two-year program.
- It fails to mention the required reports on the need and costs for a Women's court in the Hilo, Second, and Fifth circuits.
- The candidate introduces a large amount of specific fiscal and staffing data not present in the gold standard, failing its core task of summarizing the provided reference text."
fiscal_note_20250801_090615_n25_rerank_k30.json,appropriations,3.0,"The candidate text correctly identifies the two specific appropriation amounts for the correct fiscal years. However, it is severely flawed. It introduces a significant amount of extraneous and contradictory information not present in the gold standard, such as a different appropriation for the Department of Health, costs for a probation supervisor, and mentions of redacted documents. This conflation of multiple sources makes the summary highly inaccurate and misleading as a representation of the gold standard text. It also misses key details from the reference, such as funding for ""training of program staff."""
fiscal_note_20250801_090615_n25_rerank_k30.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and appears to describe an entirely different methodology and set of costs.

- The gold standard states the cost basis is mirroring the ""Mohala Wahine"" program for supplies, technology, and contractors, and applying it to the Kona Division.
- The candidate text incorrectly states the basis is staffing requirements (Psychologist, Social Worker), includes specific salary and training costs not present in the reference, and claims the costs are extrapolated to ""other circuits"" rather than the specified Kona Division.

The two texts are fundamentally contradictory."
fiscal_note_20250801_090615_n25_rerank_k30.json,agency_impact,1.0,"The candidate text is completely incorrect and appears to describe the impact on a different agency (Department of Health) than the one mentioned in the gold standard (The Judiciary). It fails to mention the Judiciary, the Big Island Drug Court, the proposed budget process, or the responsible parties outlined in the reference. The information provided in the candidate is entirely unrelated to the gold standard text."
fiscal_note_20250801_090615_n25_rerank_k30.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different document or section of a fiscal note. It does not contain any of the information present in the gold standard text.

The gold standard focuses on the cost savings from avoiding incarceration ($277,035 per person) and provides specific program statistics (referrals, participants, graduates). The candidate text, in contrast, discusses program implementation costs (budget of $801,802, staffing) and incorrectly states that economic impacts like cost savings are ""not specified,"" which is a direct contradiction of the gold standard's core information."
fiscal_note_20250801_090615_n25_rerank_k30.json,policy_impact,2.0,"The candidate text correctly identifies the establishment of a new Women's Court pilot program in Kona, which is one of the two key policy actions in the gold standard.

However, it completely omits the other, more significant policy impact: making the existing First Circuit Women's Court permanent. It also misses the important context that this is part of a phased, statewide rollout. The candidate includes many details (appropriations, FTEs, report deadlines) that are not in the gold standard text, making it a very poor representation of the source information."
fiscal_note_20250801_090615_n25_rerank_k30.json,revenue_sources,7.0,"The candidate text correctly identifies the revenue source as ""general revenues"" (equivalent to ""State General Funds"") and that the funding is through ""appropriations,"" which captures the core information of the gold standard. However, it includes a significant amount of extraneous information detailing what the funds will be used for (staff salaries, technology, etc.). This information, while potentially present in the source document, belongs in a different field (like ""Expenditures"") and is not part of the gold standard for ""Revenue Sources."" The response is factually correct but fails to adhere to the specific scope of the target field."
fiscal_note_20250801_090615_n25_rerank_k30.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and appears to be based on different source documents. It contradicts the gold standard's central premise, which is to provide a six-year projection based on a specific set of assumptions about a statewide rollout.

Key failures include:
- The candidate claims a six-year projection is not possible due to incomplete data, while the gold standard provides a detailed projection.
- The candidate introduces specific dollar amounts and document references that are not present in the gold standard.
- The candidate fails to mention the core assumptions of the gold standard: using the First Circuit as a model, the phased rollout to other circuits, and the cost figures associated with the First Circuit program ($695,236 for pilot, $705,416 for permanent)."
fiscal_note_20250801_090615_n25_rerank_k30.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090448_n25_rerank_k15.json,overview,2.0,"
The candidate text is severely lacking and factually incorrect. It completely omits the primary purpose of the measure: to permanently establish the Women's Court in the First Circuit. It also omits the requirement for reports to the legislature. Furthermore, it incorrectly states the pilot program is for three years, while the gold standard specifies it is a two-year program. The only correct information is the location of the pilot program and the sunset date. The inclusion of specific funding details, which are not in the reference text, does not compensate for the critical missing and incorrect information."
fiscal_note_20250801_090448_n25_rerank_k15.json,appropriations,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different fiscal note. It does not mention the correct appropriation amounts ($514,900 and $557,000), the correct fiscal years, or the purpose of the appropriation (the Women's Court Pilot Program). The information provided in the candidate text is entirely unrelated to the gold standard."
fiscal_note_20250801_090448_n25_rerank_k15.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and describes a different methodology. The gold standard states the cost is based on mirroring the ""Mohala Wahine"" pilot program for supplies, technology, and contractors. The candidate text incorrectly claims the costs are based on Department of Health testimony regarding specific FTE staffing positions (e.g., Clinical Psychologist, Social Worker), which are not mentioned in the reference text. It misses every key point and introduces contradictory information."
fiscal_note_20250801_090448_n25_rerank_k15.json,agency_impact,1.0,"The candidate text is completely incorrect and appears to be from a different fiscal note or a different agency's analysis entirely. The gold standard text clearly states the impact is on the Judiciary, which will supervise the pilot program and receive the funds. The candidate text incorrectly identifies the Department of Health (DOH) as the impacted agency and provides a completely different set of budget and staffing details. It contains no information from the gold standard text."
fiscal_note_20250801_090448_n25_rerank_k15.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be sourced from a different section of a document, not the gold standard. It fails to mention any of the specific quantitative data from the reference text, which is the core of the economic impact argument.

Key missing information includes:
- The cost of incarceration per individual ($277,035).
- The program's goal of accepting 20 women per year.
- The specific numbers for referrals (83), current participants (23), and graduates (6).

Furthermore, the candidate text incorrectly states that ""specific performance metrics are not provided,"" which directly contradicts the gold standard text that provides exactly those metrics. The candidate also introduces unrelated information about appropriations and a supervisor position."
fiscal_note_20250801_090448_n25_rerank_k15.json,policy_impact,1.0,"
The candidate text is completely incorrect and appears to be summarizing a different section of the fiscal note, likely the fiscal impact or appropriations section.

It completely misses the two primary policy impacts described in the gold standard:
1.  Making the First Circuit Women's Court permanent.
2.  Establishing a new pilot program in the Third Circuit with the long-term goal of a statewide rollout.

Instead, the candidate focuses on specific appropriation amounts and a temporary position, and it contradicts the gold standard by suggesting a sunset date, whereas the key policy change is making the original program permanent."
fiscal_note_20250801_090448_n25_rerank_k15.json,revenue_sources,5.0,"The candidate text correctly identifies that the revenue source is the State General Fund (""general revenues""). However, it includes a significant amount of extraneous information that is not relevant to the ""revenue_sources"" field, such as a detailed list of what the funds will be spent on (equipment, services, positions). This information belongs in an expenditures field. The inclusion of this incorrectly categorized information makes the answer only partially correct for the field being evaluated."
fiscal_note_20250801_090448_n25_rerank_k15.json,six_year_fiscal_implications,1.0,"The candidate text is completely incorrect and appears to be summarizing a different set of documents or a different bill entirely. It contradicts the gold standard by stating that a six-year projection is not possible due to incomplete data. The gold standard, in contrast, makes a clear set of assumptions (statewide rollout based on the First Circuit model) to provide a detailed six-year projection. The candidate text misses every key piece of information from the gold standard, including the foundational assumption, the model program, the specific cost figures ($695,236 and $705,416), and the projected timeline for creating new programs in other circuits. The figures cited in the candidate text are completely different from those in the gold standard."
fiscal_note_20250801_090448_n25_rerank_k15.json,fiscal_implications_afer_6_years,0.0,Missing text
fiscal_note_20250801_090718_n30_rerank_k15.json,overview,5.0,"The candidate text correctly identifies the two main programmatic actions: making the Women's Court in the First Circuit permanent and establishing a temporary pilot program in the Kona division of the Third Circuit.

However, it contains a significant factual error, stating the Kona pilot program is for three years when the reference text specifies two years. It also completely omits a key component mentioned in the gold standard: the requirement for reports to the legislature on the need for similar courts in other circuits. This omission leaves out a major purpose of the measure."
fiscal_note_20250801_090718_n30_rerank_k15.json,appropriations,1.0,"The candidate text is completely incorrect and contradicts the gold standard on all key points.

- **Appropriation Amounts:** The candidate provides a completely different figure ($801,802) for the first fiscal year and states the amounts are otherwise unspecified, while the gold standard provides specific amounts for two years ($514,900 for FY 2025-2026 and $557,000 for FY 2026-2027).
- **Purpose of Funds:** The candidate is vague (""seven temporary positions,"" ""unspecified allocation""), failing to capture the specific purposes detailed in the gold standard (mental health professionals, staff training, contract vendors, technology).
- **Source:** The candidate text appears to be summarizing different source documents entirely (""Document 12,"" ""Document 13""), leading to information that does not match the gold standard reference at all."
fiscal_note_20250801_090718_n30_rerank_k15.json,assumptions_and_methodology,1.0,"
The candidate text is completely incorrect and describes a different methodology and set of assumptions than the gold standard.

- **Methodology:** The gold standard's methodology is based on mirroring the costs of a prior pilot program (""Mohala Wahine""). The candidate text describes a methodology based on new staffing requests from the Department of Health.
- **Cost Components:** The gold standard identifies costs for supplies, technology, and contractors. The candidate identifies costs for specific FTE positions, training, and program evaluation.
- **Key Details:** The candidate text fails to mention the ""Mohala Wahine"" program or the ""Kona Division,"" which are the central elements of the gold standard's explanation. It appears to be describing the fiscal impact of an entirely different measure."
fiscal_note_20250801_090718_n30_rerank_k15.json,agency_impact,1.0,The candidate text is completely incorrect and describes the impact on the wrong agency. The gold standard text specifies the impact is on the Judiciary and the Big Island Drug Court. The candidate text incorrectly discusses an impact on the Department of Health (DOH) and its Adult Mental Health Division. There is no overlap in information between the two texts.
fiscal_note_20250801_090718_n30_rerank_k15.json,economic_impact,1.0,"
The candidate text is completely incorrect and appears to be sourced from a different document. It fails to mention any of the key quantitative data from the gold standard, such as:
- The $277,035 cost of incarceration for one individual.
- The goal of accepting 20 women per year.
- The specific participation and graduation statistics (83 referrals, 11 in phase one, 12 in phase two, 6 graduates).

Crucially, the candidate text directly contradicts the gold standard by stating that ""participation statistics are not available,"" when the gold standard provides them in detail. The candidate contains information about funding and staffing that is not present in the gold standard, further indicating a complete mismatch."
